,Year,Month,Day,stock,brokerage,yield,price_target,open
0,2018,7,10,NKE,Macquarie,0.12345041322314043,87.0,77.44
1,2018,7,4,NKE,Telsey Advisory Group,,87.0,
2,2018,7,2,NKE,Pivotal Research,-0.0073810129804021685,78.0,78.58
3,2018,7,2,NKE,Goldman Sachs Group,0.030796640366505423,81.0,78.58
4,2018,6,29,NKE,Robert W. Baird,0.1427120365667851,90.0,78.76
5,2018,6,29,NKE,Atlantic Securities,0.07922803453529714,85.0,78.76
6,2018,6,29,NKE,B. Riley,-0.0350431691213815,76.0,78.76
7,2018,6,29,NKE,Sanford C. Bernstein,0.06653123412899942,84.0,78.76
8,2018,6,29,NKE,Barclays,0.07922803453529714,85.0,78.76
9,2018,6,29,NKE,Piper Jaffray Companies,-0.08583037074657196,72.0,78.76
10,2018,6,29,NKE,Nomura,0.07922803453529714,85.0,78.76
11,2018,6,29,NKE,Citigroup,0.10462163534789215,87.0,78.76
12,2018,6,29,NKE,Cowen,0.028440832910106684,81.0,78.76
13,2018,6,29,NKE,Stifel Nicolaus,0.1427120365667851,90.0,78.76
14,2018,6,29,NKE,Canaccord Genuity,-0.009649568308786272,78.0,78.76
15,2018,6,29,NKE,Wedbush,0.07922803453529714,85.0,78.76
16,2018,6,29,NKE,Deutsche Bank,0.10462163534789215,87.0,78.76
17,2018,6,29,NKE,JPMorgan Chase & Co.,-0.0350431691213815,76.0,78.76
18,2018,6,29,NKE,Jefferies Financial Group,-0.047739969527679116,75.0,78.76
19,2018,6,29,NKE,Credit Suisse Group,0.1427120365667851,90.0,78.76
20,2018,6,29,NKE,Wells Fargo & Co,0.04113763331640419,82.0,78.76
21,2018,6,26,NKE,Telsey Advisory Group,0.13103448275862073,82.0,72.5
22,2018,6,26,NKE,Pivotal Research,0.006896551724137945,73.0,72.5
23,2018,6,25,NKE,Goldman Sachs Group,0.06382978723404276,78.0,73.32
24,2018,6,22,NKE,Buckingham Research,0.08739975533505517,80.0,73.57
25,2018,6,21,NKE,Robert W. Baird,0.11261872455902311,82.0,73.7
26,2018,6,21,NKE,UBS Group,0.05834464043419274,78.0,73.7
27,2018,6,20,NKE,Stifel Nicolaus,0.1725067385444743,87.0,74.2
28,2018,6,19,NKE,Barclays,0.0738255033557047,80.0,74.5
29,2018,6,14,NKE,Macquarie,0.07238605898123329,80.0,74.6
30,2018,6,14,NKE,Credit Suisse Group,0.04557640750670244,78.0,74.6
31,2018,6,14,NKE,Wedbush,0.09919571045576414,82.0,74.6
32,2018,6,13,NKE,Jefferies Financial Group,-0.08442170459135578,68.0,74.27
33,2018,6,10,NKE,Wells Fargo & Co,,74.0,
34,2018,5,22,NKE,Macquarie,0.1195074167366359,80.0,71.46
35,2018,5,18,NKE,JPMorgan Chase & Co.,-0.010740531373657491,70.0,70.76
36,2018,4,27,NKE,HSBC,0.12458010807652986,77.0,68.47
37,2018,4,8,NKE,Canaccord Genuity,,62.0,
38,2018,3,25,NKE,Cowen,,68.0,
39,2018,3,25,NKE,Canaccord Genuity,,62.0,
40,2018,3,23,NKE,Robert W. Baird,0.16941529235382302,78.0,66.7
41,2018,3,23,NKE,Jefferies Financial Group,0.019490254872563728,68.0,66.7
42,2018,3,23,NKE,Macquarie,0.199400299850075,80.0,66.7
43,2018,3,23,NKE,Deutsche Bank,0.13943028485757125,76.0,66.7
44,2018,3,23,NKE,JPMorgan Chase & Co.,-0.13043478260869568,58.0,66.7
45,2018,3,23,NKE,Credit Suisse Group,0.16941529235382302,78.0,66.7
46,2018,3,23,NKE,Wedbush,0.10944527736131926,74.0,66.7
47,2018,3,23,NKE,Nomura,0.10944527736131926,74.0,66.7
48,2018,3,23,NKE,Barclays,0.12443778110944526,75.0,66.7
49,2018,3,23,NKE,Guggenheim,0.16941529235382302,78.0,66.7
50,2018,3,23,NKE,Piper Jaffray Companies,-0.040479760119940034,64.0,66.7
51,2018,3,23,NKE,B. Riley,0.019490254872563728,68.0,66.7
52,2018,3,21,NKE,Pivotal Research,-0.02592537089764735,65.0,66.73
53,2018,3,19,NKE,Bank of America,-0.36073059360730597,42.0,65.7
54,2018,3,19,NKE,Canaccord Genuity,-0.05631659056316596,62.0,65.7
55,2018,3,19,NKE,Telsey Advisory Group,0.17199391171993916,77.0,65.7
56,2018,3,19,NKE,B. Riley,0.035007610350076046,68.0,65.7
57,2018,3,12,NKE,Credit Suisse Group,0.17029257314328583,78.0,66.65
58,2018,3,12,NKE,Wedbush,0.1102775693923479,74.0,66.65
59,2018,3,5,NKE,JPMorgan Chase & Co.,-0.11423335369578502,58.0,65.48
60,2018,2,16,NKE,Stifel Nicolaus,0.17820324005890997,80.0,67.9
61,2018,2,15,NKE,Buckingham Research,0.09665155724521135,75.0,68.39
62,2018,2,1,NKE,UBS Group,0.12309738436530226,76.0,67.67
63,2018,1,31,NKE,Citigroup,0.15555555555555545,78.0,67.5
64,2018,1,19,NKE,Wedbush,0.13305772469759614,74.0,65.31
65,2018,1,11,NKE,Cowen,-0.000468530376386056,64.0,64.03
66,2018,1,11,NKE,Macquarie,0.12447290332656569,72.0,64.03
67,2018,1,9,NKE,Barclays,0.16767865483418953,75.0,64.23
68,2018,1,7,NKE,Canaccord Genuity,,60.0,
69,2018,1,6,NKE,Buckingham Research,,72.0,
70,2018,1,3,NKE,Main First Bank,0.1814744801512287,75.0,63.48
71,2018,1,3,NKE,Goldman Sachs Group,-0.023314429741650877,62.0,63.48
72,2018,1,3,NKE,Jefferies Financial Group,-0.07057340894770003,59.0,63.48
73,2018,1,3,NKE,Macquarie,0.13421550094517953,72.0,63.48
74,2018,1,3,NKE,Barclays,0.11846250787649648,71.0,63.48
75,2018,1,2,NKE,JPMorgan Chase & Co.,-0.07716785998408915,58.0,62.85
76,2018,1,1,NKE,DA Davidson,,78.0,
77,2017,12,31,NKE,Buckingham Research,,72.0,
78,2017,12,30,NKE,B. Riley,,61.0,
79,2017,12,28,NKE,Credit Suisse Group,-0.04761904761904767,60.0,63.0
80,2017,12,28,NKE,Pivotal Research,-0.015873015873015928,62.0,63.0
81,2017,12,28,NKE,Bank of America,-0.33333333333333337,42.0,63.0
82,2017,12,28,NKE,Nomura,0.031746031746031855,65.0,63.0
83,2017,12,28,NKE,Goldman Sachs Group,-0.015873015873015928,62.0,63.0
84,2017,12,28,NKE,Jefferies Financial Group,-0.06349206349206349,59.0,63.0
85,2017,12,28,NKE,Macquarie,0.1428571428571428,72.0,63.0
86,2017,12,28,NKE,Barclays,0.12698412698412698,71.0,63.0
87,2017,12,27,NKE,JPMorgan Chase & Co.,-0.05601006922592833,60.0,63.56
88,2017,12,26,NKE,DA Davidson,0.24006359300476943,78.0,62.9
89,2017,12,25,NKE,Buckingham Research,,71.0,
90,2017,12,25,NKE,Canaccord Genuity,,62.0,
91,2017,12,22,NKE,Stifel Nicolaus,0.20895278549256657,74.0,61.21
