,Year,Month,Day,stock,brokerage,yield,price_target,open
0,2018,7,13,BA,Cowen,0.239193083573487,430.0,347.0
1,2018,6,4,BA,Buckingham Research,-0.09741761149956829,324.0,358.97
2,2018,5,2,BA,Canaccord Genuity,0.06221547799696503,350.0,329.5
3,2018,5,1,BA,Cowen,0.29323308270676685,430.0,332.5
4,2018,4,27,BA,Barclays,0.17216117216117222,400.0,341.25
5,2018,4,26,BA,Nord/LB,0.11915351297927379,385.0,344.01
6,2018,4,26,BA,Wells Fargo & Co,0.07555012935670469,370.0,344.01
7,2018,4,26,BA,Credit Suisse Group,0.3226359698845964,455.0,344.01
8,2018,4,26,BA,Canaccord Genuity,0.017412284526612698,350.0,344.01
9,2018,4,25,BA,Goldman Sachs Group,-0.006269963326629657,336.0,338.12
10,2018,4,16,BA,Morgan Stanley,0.20358668833122717,400.0,332.34
11,2018,4,13,BA,JPMorgan Chase & Co.,0.17997581049588485,400.0,338.99
12,2018,4,10,BA,Cowen,0.2524520899351139,415.0,331.35
13,2018,4,6,BA,Royal Bank of Canada,0.08284685883669574,358.0,330.61
14,2018,4,5,BA,Morgan Stanley,0.1282857920687257,373.0,330.59
15,2018,4,4,BA,Barclays,0.24239513288504644,388.0,312.3
16,2018,3,29,BA,Barclays,0.19982682911744698,388.0,323.38
17,2018,3,22,BA,Morgan Stanley,0.129926388173639,373.0,330.11
18,2018,2,23,BA,Morgan Stanley,0.04137584454743415,373.0,358.18
19,2018,2,8,BA,Buckingham Research,-0.16954022988505746,289.0,348.0
20,2018,2,5,BA,Berenberg Bank,0.21107771325181646,415.0,342.67
21,2018,2,5,BA,Jefferies Financial Group,0.16730382000175092,400.0,342.67
22,2018,2,2,BA,Sanford C. Bernstein,0.192090395480226,422.0,354.0
23,2018,2,1,BA,Canaccord Genuity,-0.022524436889077792,345.0,352.95
24,2018,2,1,BA,Wells Fargo & Co,0.0341408131463381,365.0,352.95
25,2018,2,1,BA,Credit Suisse Group,0.2551352882844595,443.0,352.95
26,2018,2,1,BA,Bank of America,0.3316333758322709,470.0,352.95
27,2018,2,1,BA,Royal Bank of Canada,0.07097322566935826,378.0,352.95
28,2018,2,1,BA,JPMorgan Chase & Co.,0.13330500070831564,400.0,352.95
29,2018,2,1,BA,Citigroup,0.1758039382348775,415.0,352.95
30,2018,2,1,BA,Societe Generale,0.05680691316050446,373.0,352.95
31,2018,2,1,BA,Canaccord Genuity,-0.022524436889077792,345.0,352.95
32,2018,1,31,BA,Goldman Sachs Group,-0.18723994452149795,293.0,360.5
33,2018,1,31,BA,Royal Bank of Canada,0.006934812760055475,363.0,360.5
34,2018,1,31,BA,Cowen,0.15117891816920936,415.0,360.5
35,2018,1,29,BA,Berenberg Bank,0.1575770008498667,395.0,341.23
36,2018,1,23,BA,Royal Bank of Canada,0.07288526334456469,363.0,338.34
37,2018,1,18,BA,Seaport Global Securities,0.22611919019104643,430.0,350.7
38,2018,1,16,BA,Robert W. Baird,0.2739040894380702,433.0,339.9
39,2018,1,16,BA,Citigroup,0.1179758752574287,380.0,339.9
40,2018,1,16,BA,Cowen,0.22094733745219197,415.0,339.9
41,2018,1,12,BA,Credit Suisse Group,0.1350566014891943,375.0,330.38
42,2018,1,10,BA,JPMorgan Chase & Co.,0.1338939809127846,360.0,317.49
43,2018,1,8,BA,Jefferies Financial Group,0.09829585952180375,339.0,308.66
44,2017,12,28,BA,Buckingham Research,-0.31374869003752404,203.0,295.81
45,2017,12,22,BA,Buckingham Research,-0.3121791722432107,203.0,295.135
46,2017,12,12,BA,JPMorgan Chase & Co.,0.127845641310383,325.0,288.16
47,2017,12,12,BA,Bank of America,0.1104941699056079,320.0,288.16
48,2017,12,12,BA,Wells Fargo & Co,0.00638534147695724,290.0,288.16
49,2017,12,11,BA,Cowen,0.11806016561266208,320.0,286.21
50,2017,11,21,BA,Jefferies Financial Group,0.171875,312.0,266.24
51,2017,11,15,BA,Royal Bank of Canada,0.1093259888302347,290.0,261.42
52,2017,11,2,BA,Nord/LB,-0.03217064767140254,250.0,258.31
